plant,time point,cell,clustering coefficient,information centrality,page rank,katz centrality,harmonic centrality,abs graph density on 2 neighborhood,algebraic connectivity on 2 neighborhood,weighted node degree.1,clustering coefficient.1,information centrality.1,eigenvector centrality.1,page rank.1,katz centrality.1,abs graph density on 2 neighborhood.1,avg path length on 2 neighborhood.1,algebraic connectivity on 2 neighborhood.1,weighted node degree.2,clustering coefficient.2,information centrality.2,eigenvector centrality.2,page rank.2,katz centrality.2,harmonic centrality.2,abs graph density on 2 neighborhood.2,avg path length on 2 neighborhood.2,algebraic connectivity on 2 neighborhood.2,clustering coefficient.3,information centrality.3,katz centrality.3,harmonic centrality.3,abs graph density on 2 neighborhood.3,algebraic connectivity on 2 neighborhood.3
P1,0,332,0.4,0.003830369720537,0.0029458436888905,0.0580780732410978,60.670041070041385,0.219047619047619,0.7173491471198671,0.2211712254755926,0.1344100051909174,0.0001209031875318,3.662535408841228e-06,0.0034053360483282,0.0580780732410978,0.219047619047619,0.0739388468969819,0.0226687822012792,2.0530338392118,0.0106418384086192,0.001149129369653,2.4103992375239413e-08,0.0031307354460424,0.0580780732410978,244.8976679105191,0.219047619047619,0.5994726320267085,0.1737197041684794,0.16564546665006,0.0298996890181774,0.0580780732410978,7.856787176739757,0.219047619047619,5.17816211683068
P1,0,340,0.5,0.0036564149740312,0.0025341040781223,0.0517166797977404,60.49214674214706,0.2720588235294117,0.9430074592944728,0.16159562781693,0.142483674164038,0.0001110105322123,1.3531990628698163e-05,0.0028357431722822,0.0517166797977404,0.2720588235294117,0.0556768966965542,0.0254713992146256,1.2637797534414985,0.0108604167448641,0.001027458227582,1.0798989590173463e-11,0.0023619553350394,0.0517166797977404,260.17183651972607,0.2720588235294117,0.512176168869298,0.20647585009316,0.2195817786992693,0.0284519964846348,0.0517166797977404,7.788833016292983,0.2720588235294117,7.479953064839378
P1,0,346,0.4,0.0038792694553323,0.0029567919900842,0.0573572866030097,62.35786435786463,0.231578947368421,0.7124311178296117,0.183822731334755,0.1154298759434384,0.0001183791291592,8.250888230871984e-06,0.0029517013858693,0.0573572866030097,0.231578947368421,0.0714965538482031,0.0222930895713999,1.5644087278956205,0.0092995719212303,0.0010940480440449,1.6322879712139308e-11,0.0026599487238249,0.0573572866030097,275.00309841912457,0.231578947368421,0.5764613468260895,0.174041024277046,0.1824886282197854,0.0307537397362013,0.0573572866030097,7.956864119837802,0.231578947368421,5.44862347740675
P1,0,351,0.3333333333333333,0.0039446084239271,0.0034225723576434,0.0607867030524252,60.48608336108371,0.2514619883040935,0.8272396868683469,0.2239474673288097,0.1033615008195714,0.0001217213381463,5.612736059849765e-06,0.003454058640328,0.0607867030524252,0.2514619883040935,0.0709240446558437,0.026665922730471,2.2232120160984064,0.008364050906642,0.0011250712659787,3.358832312216954e-11,0.003531948612566,0.0607867030524252,276.9221386845875,0.2514619883040935,0.571266844025508,0.2219050265378562,0.1439762246383892,0.030934586112424,0.0607867030524252,8.024642018747366,0.2514619883040935,6.265937147241278
P1,0,369,0.3333333333333333,0.0041065789539215,0.0033602824541147,0.0634201508754083,64.39268509268541,0.2121212121212121,0.648850823538824,0.1906002273523662,0.0871082877213494,0.0001219811584807,0.0006208922831305,0.0031576335298857,0.0634201508754083,0.2121212121212121,0.0676906393291641,0.0185294858315327,2.1330201544624123,0.0078810835491506,0.0012125225315222,7.39104938508806e-10,0.0031544945360236,0.0634201508754083,274.1298872474448,0.2121212121212121,0.588341080078517,0.1818626246307231,0.1586251348673875,0.0331634632755404,0.0634201508754083,7.791664903588049,0.2121212121212121,5.357046667244337
P1,0,376,0.4,0.0037907541735904,0.0029721449224952,0.0566079855177357,59.82408147408182,0.2456140350877193,0.7949814819885633,0.2253486166266415,0.1365216300132668,0.000120396785142,4.11981912243909e-06,0.0034392757011558,0.0566079855177357,0.2456140350877193,0.0733111491609082,0.0259324484136639,1.7105024710066363,0.0105601652785357,0.0010931161756229,9.07174590449185e-10,0.0027212347088372,0.0566079855177357,262.4025859476859,0.2456140350877193,0.5759291226477075,0.2039827413457859,0.1641438488234676,0.0293468170395946,0.0566079855177357,7.972904219147088,0.2456140350877193,5.726961849239617
P1,0,389,0.4,0.0038391848454127,0.002982631294215,0.0563421341568339,61.56984126984158,0.261437908496732,0.8940296896815527,0.1860239717838708,0.1195411215649237,0.000117329345179,1.9797378950882505e-05,0.0030043911240766,0.0563421341568339,0.261437908496732,0.0665727081995451,0.0272467681930007,1.5163596678186495,0.0092611802014039,0.0010616837485757,1.1443830898973598e-12,0.0025443272477543,0.0563421341568339,271.80611479298125,0.261437908496732,0.5613868811277862,0.2394981596314199,0.1711032259484184,0.0300058603239671,0.0563421341568339,8.052288142319245,0.261437908496732,7.538581252639536
P1,0,390,0.3333333333333333,0.0039397720458828,0.00340899409148,0.0615511086847433,62.03349150849179,0.2368421052631578,0.736116267477169,0.1710475539593417,0.0778257922596862,0.0001126832050405,3.672770680766846e-05,0.0031175977128512,0.0615511086847433,0.2368421052631578,0.0563642249519439,0.0189820459968049,2.0561738726334737,0.0074988337777603,0.0011187190936176,4.107763155555767e-13,0.0036375231278677,0.0615511086847433,276.7719892407161,0.2368421052631578,0.5394644458337319,0.2036566868389754,0.1678612048417346,0.032295297976848,0.0615511086847433,7.405335963162069,0.2368421052631578,6.437040401065871
P1,0,398,0.4,0.0038008886306382,0.0029907797292007,0.0562635923509507,60.31646131646168,0.261437908496732,0.8871244115723491,0.2005744951888262,0.1247453916231482,0.0001178560765766,1.2439330300493574e-05,0.0031938699485556,0.0562635923509507,0.261437908496732,0.0641348259964199,0.0265005372427642,3.152653734704106,0.0111321347581903,0.0011592849484733,2.5892625274578853e-12,0.0044330670033815,0.0562635923509507,268.8215748276259,0.261437908496732,0.5315989241351737,0.2136974138460097,0.1695831956408079,0.0296787062694446,0.0562635923509507,7.981866636990933,0.261437908496732,6.940252473342479
P1,0,413,0.5,0.0036256589039932,0.0025384762618846,0.0514201129363986,59.018867243867625,0.2916666666666667,1.0008307810573167,0.1484701557236757,0.1326788741382804,0.0001076860233867,2.743897583547036e-05,0.002671108193986,0.0514201129363986,0.2916666666666667,0.0513216910322546,0.0256190350981148,1.1173732538674694,0.0100236385330207,0.000970736404631,1.4841958486137723e-11,0.0021793105370763,0.0514201129363986,263.659151217993,0.2916666666666667,0.4743388968721245,0.2295074819533787,0.2105260740113388,0.027508458761884,0.0514201129363986,7.829663574364323,0.2916666666666667,8.515364274698639
P1,0,422,0.4,0.0038037059938677,0.0029548025338252,0.0585115664282035,62.42705350205384,0.219047619047619,0.6392155553694937,0.1676692950297064,0.1011094061391037,0.0001124278958546,3.1734679969876105e-05,0.0029059754161223,0.0585115664282035,0.219047619047619,0.0608219351726033,0.0171737419742688,1.6879557049445484,0.0094973536019535,0.0011197372061803,2.932959513672058e-07,0.0027685368872367,0.0585115664282035,261.33372109302616,0.219047619047619,0.6104183236003875,0.1968535748698893,0.1938231850622623,0.0308166422912549,0.0585115664282035,7.583767908901565,0.219047619047619,5.884687504834577
