plant,time point,cell,degree,weighted node degree,clustering coefficient,information centrality,betweenness centrality,eigenvector centrality,page rank,katz centrality,current flow betweenness centrality,communicability betweenness centrality,load centrality,harmonic centrality,size on 2 neighborhood,estrada index on 2 neighborhood,abs graph density on 2 neighborhood,rel graph density on 2 neighborhood,avg path length on 2 neighborhood,algebraic connectivity on 2 neighborhood,degree,weighted node degree,clustering coefficient,information centrality,betweenness centrality,eigenvector centrality,page rank,katz centrality,current flow betweenness centrality,communicability betweenness centrality,load centrality,harmonic centrality,size on 2 neighborhood,estrada index on 2 neighborhood,abs graph density on 2 neighborhood,rel graph density on 2 neighborhood,avg path length on 2 neighborhood,algebraic connectivity on 2 neighborhood,degree,weighted node degree,clustering coefficient,information centrality,betweenness centrality,eigenvector centrality,page rank,katz centrality,current flow betweenness centrality,communicability betweenness centrality,load centrality,harmonic centrality,size on 2 neighborhood,estrada index on 2 neighborhood,abs graph density on 2 neighborhood,rel graph density on 2 neighborhood,avg path length on 2 neighborhood,algebraic connectivity on 2 neighborhood,degree,weighted node degree,clustering coefficient,information centrality,betweenness centrality,eigenvector centrality,page rank,katz centrality,current flow betweenness centrality,communicability betweenness centrality,load centrality,harmonic centrality,size on 2 neighborhood,estrada index on 2 neighborhood,abs graph density on 2 neighborhood,rel graph density on 2 neighborhood,avg path length on 2 neighborhood,algebraic connectivity on 2 neighborhood
P1,0,332,6.0,6.0,0.4,0.003830369720537,0.0280526380984533,0.0834677323044919,0.0029458436888905,0.0580780732410978,0.0555433179271802,0.0414717782717323,0.0275746070747012,60.670041070041385,46.0,229.57218872317537,0.219047619047619,4.380952380952381,2.4047619047619047,0.7173491471198681,6.0,0.2211712254755926,0.1344100051909174,0.0001209031875318,0.003494109177743,3.662535408841228e-06,0.0034053360483282,0.0580780732410978,0.062106242571391,0.0414717782717252,0.003494109177743,2089.357765533053,46.0,229.57218872317537,0.219047619047619,4.380952380952381,0.0739388468969819,0.0226687822012792,6.0,2.0530338392118,0.0106418384086192,0.001149129369653,0.0043369093814197,2.4103992375239413e-08,0.0031307354460424,0.0580780732410978,0.0598657068249147,0.0414717782717252,0.0043369093814197,244.8976679105191,46.0,229.57218872317537,0.219047619047619,4.380952380952381,0.5994726320267085,0.1737197041684795,6.0,0.859685287144013,0.1654572411386822,0.0005014653532746,0.0141871367618913,4.515137695718879e-05,0.003150503955246,0.0580780732410978,0.059712037155868,0.0414717782717252,0.0141871367618913,526.3219383245462,46.0,229.57218872317537,0.219047619047619,4.380952380952381,0.3055300271888341,0.0908399097251663
P1,0,340,5.0,5.0,0.5,0.0036564149740312,0.0067712915213498,0.0696305382592946,0.0025341040781223,0.0517166797977404,0.0409109492943203,0.0268926604792833,0.0072107773582123,60.49214674214706,37.0,182.96238626306592,0.2720588235294117,4.352941176470588,2.1544117647058822,0.9430074592944738,5.0,0.16159562781693,0.142483674164038,0.0001110105322123,0.0,1.3531990628698163e-05,0.0028357431722822,0.0517166797977404,0.0442964110038901,0.0268926604792685,0.0,2199.0158555848334,37.0,182.96238626306592,0.2720588235294117,4.352941176470588,0.0556768966965542,0.0254713992146256,5.0,1.2637797534414985,0.0108604167448641,0.001027458227582,0.0025459589486067,1.0798989590173463e-11,0.0023619553350394,0.0517166797977404,0.039713526747313,0.0268926604792685,0.0025459589486067,260.17183651972607,37.0,182.96238626306592,0.2720588235294117,4.352941176470588,0.512176168869298,0.2064758500931607,5.0,0.6916824981435744,0.1964271215751654,0.0004767620161627,0.0,0.0001259051653972,0.0027311305065741,0.0517166797977404,0.0461467371951518,0.0268926604792685,0.0,513.5444378041733,37.0,182.96238626306592,0.2720588235294117,4.352941176470588,0.2391206918520664,0.108871475633702
P1,0,346,6.0,6.0,0.4,0.0038792694553323,0.0270719975358081,0.0880545774256174,0.0029567919900842,0.0573572866030097,0.05361991656891,0.0400040817655,0.0303893493740988,62.35786435786463,44.0,219.93953893083784,0.231578947368421,4.4,2.3526315789473684,0.7124311178296112,6.0,0.183822731334755,0.1154298759434384,0.0001183791291592,0.0195951047354836,8.250888230871984e-06,0.0029517013858693,0.0573572866030097,0.0538123445903407,0.0400040817655005,0.0195951047354836,2244.068871871364,44.0,219.93953893083784,0.231578947368421,4.4,0.0714965538482031,0.0222930895713999,6.0,1.5644087278956205,0.0092995719212303,0.0010940480440449,0.0759222516812108,1.6322879712139308e-11,0.0026599487238249,0.0573572866030097,0.0476716259495871,0.0400040817655005,0.0759222516812108,275.00309841912457,44.0,219.93953893083784,0.231578947368421,4.4,0.5764613468260895,0.1740410242770457,6.0,0.7595570718901064,0.1507315185007477,0.0004990224651899,0.0174003125384088,0.0001530588452175,0.0028836595906382,0.0573572866030097,0.0552043851351808,0.0400040817655005,0.0174003125384088,555.9298832293846,44.0,219.93953893083784,0.231578947368421,4.4,0.2878204511570065,0.0945006834309244
P1,0,351,7.0,7.0,0.3333333333333333,0.0039446084239271,0.0198290468855428,0.091589015072089,0.0034225723576434,0.0607867030524252,0.0583982936448432,0.0336987921905666,0.0191141715925014,60.48608336108371,43.0,218.11442765911056,0.2514619883040935,4.526315789473684,2.2748538011695905,0.8272396868683465,7.0,0.2239474673288097,0.1033615008195714,0.0001217213381463,0.0222990887222797,5.612736059849765e-06,0.003454058640328,0.0607867030524252,0.0592333063280814,0.033698792190561,0.0222990887222797,2149.5095219480177,43.0,218.11442765911056,0.2514619883040935,4.526315789473684,0.0709240446558437,0.026665922730471,7.0,2.2232120160984064,0.008364050906642,0.0011250712659787,0.1056660755359682,3.358832312216954e-11,0.003531948612566,0.0607867030524252,0.0530515854635936,0.033698792190561,0.1056660755359682,276.9221386845875,43.0,218.11442765911056,0.2514619883040935,4.526315789473684,0.571266844025508,0.2219050265378564,7.0,0.8955206666510855,0.1329585897679367,0.000511676189741,0.0130809614945656,0.000131207126165,0.0032969602280311,0.0607867030524252,0.0606710312269423,0.033698792190561,0.0130809614945656,521.1478578348281,43.0,218.11442765911056,0.2514619883040935,4.526315789473684,0.285576421086116,0.1100362656860441
P1,0,369,7.0,7.0,0.3333333333333333,0.0041065789539215,0.0951816902764575,0.1052984389296413,0.0033602824541147,0.0634201508754083,0.0795039759415721,0.1094223334652254,0.0945073471671296,64.39268509268541,49.0,249.19474315725296,0.2121212121212121,4.454545454545454,2.4372294372294374,0.6488508235388248,7.0,0.1906002273523662,0.0871082877213494,0.0001219811584807,0.1113198602356328,0.0006208922831305,0.0031576335298857,0.0634201508754083,0.0749013051976833,0.1094223334652162,0.1113198602356328,2397.6360484375687,49.0,249.19474315725296,0.2121212121212121,4.454545454545454,0.0676906393291641,0.0185294858315326,7.0,2.1330201544624123,0.0078810835491506,0.0012125225315222,0.0915491721243832,7.391049385088061e-10,0.0031544945360236,0.0634201508754083,0.0845238541643357,0.1094223334652162,0.0915491721243832,274.1298872474448,49.0,249.19474315725296,0.2121212121212121,4.454545454545454,0.588341080078517,0.1818626246307258,7.0,0.8332057140192127,0.1204500180130576,0.0005158081053342,0.081505803030569,0.0052497310232323,0.0031835738660972,0.0634201508754083,0.0747032911219847,0.1094223334652162,0.081505803030569,576.4895210868815,49.0,249.19474315725296,0.2121212121212121,4.454545454545454,0.2783511493160826,0.0786935140711195
P1,0,376,6.0,6.0,0.4,0.0037907541735904,0.016386782029519,0.0807942847543052,0.0029721449224952,0.0566079855177357,0.0484673424864184,0.0271122862168982,0.0172698549388526,59.82408147408182,42.0,209.1722733805714,0.2456140350877193,4.421052631578948,2.304093567251462,0.7949814819885634,6.0,0.2253486166266415,0.1365216300132668,0.000120396785142,0.0087264937755693,4.11981912243909e-06,0.0034392757011558,0.0566079855177357,0.0553248225564397,0.0271122862168924,0.0087264937755693,2045.3833489798649,42.0,209.1722733805714,0.2456140350877193,4.421052631578948,0.0733111491609082,0.0259324484136639,6.0,1.7105024710066363,0.0105601652785357,0.0010931161756229,0.0250030727090759,9.07174590449185e-10,0.0027212347088372,0.0566079855177357,0.0444531046958588,0.0271122862168924,0.0250030727090759,262.4025859476859,42.0,209.1722733805714,0.2456140350877193,4.421052631578948,0.5759291226477075,0.2039827413457864,6.0,0.8752838378270766,0.1700639749851411,0.0005007496651168,0.0094463856162098,7.400385585882721e-05,0.0031881784689045,0.0566079855177357,0.0541136687104736,0.0271122862168924,0.0094463856162098,511.3779261449675,42.0,209.1722733805714,0.2456140350877193,4.421052631578948,0.2939741396049133,0.1106953020262453
P1,0,389,6.0,6.0,0.4,0.0038391848454127,0.0164131431438812,0.0877418709301087,0.002982631294215,0.0563421341568339,0.0485938564103373,0.0330060559405059,0.0161185105080758,61.56984126984158,40.0,203.2277240842265,0.261437908496732,4.444444444444445,2.2091503267973858,0.8940296896815505,6.0,0.1860239717838708,0.1195411215649237,0.000117329345179,0.0223868804101627,1.9797378950882505e-05,0.0030043911240766,0.0563421341568339,0.04839250352142,0.0330060559404991,0.0223868804101627,2210.9205128758417,40.0,203.2277240842265,0.261437908496732,4.444444444444445,0.0665727081995451,0.0272467681930007,6.0,1.5163596678186495,0.0092611802014039,0.0010616837485757,0.0421224518462591,1.1443830898973598e-12,0.0025443272477543,0.0563421341568339,0.0379973750559434,0.0330060559404991,0.0421224518462591,271.80611479298125,40.0,203.2277240842265,0.261437908496732,4.444444444444445,0.5613868811277862,0.2394981596314204,6.0,0.8091834880892186,0.160642128122528,0.0005016302863149,0.0048812178462943,0.0004654990535948,0.0030612077697648,0.0563421341568339,0.0532125559557648,0.0330060559404991,0.0048812178462943,525.6231948672907,40.0,203.2277240842265,0.261437908496732,4.444444444444445,0.2674058904970405,0.1054823321600537
P1,0,390,7.0,7.0,0.3333333333333333,0.0039397720458828,0.062337934189009,0.0748358088675515,0.00340899409148,0.0615511086847433,0.0670499929698439,0.0651989371287979,0.0663711697797614,62.03349150849179,45.0,228.89397809526375,0.2368421052631578,4.5,2.3263157894736843,0.7361162674771684,7.0,0.1710475539593417,0.0778257922596862,0.0001126832050405,0.133689182308219,3.672770680766846e-05,0.0031175977128512,0.0615511086847433,0.0602061279060773,0.0651989371287849,0.133689182308219,2531.6079979187134,45.0,228.89397809526375,0.2368421052631578,4.5,0.0563642249519439,0.0189820459968048,7.0,2.0561738726334737,0.0074988337777603,0.0011187190936176,0.0979228486646884,4.107763155555767e-13,0.0036375231278677,0.0615511086847433,0.0659122926295457,0.0651989371287849,0.0979228486646884,276.7719892407161,45.0,228.89397809526375,0.2368421052631578,4.5,0.5394644458337319,0.2036566868389754,7.0,0.7881945827087071,0.1139150083106822,0.0004890469139372,0.075606201604832,0.0001502988795382,0.0031362817346305,0.0615511086847433,0.0633292235947728,0.0651989371287849,0.075606201604832,579.8805344912433,45.0,228.89397809526375,0.2368421052631578,4.5,0.2609449314849597,0.0823350211670821
P1,0,398,6.0,6.0,0.4,0.0038008886306382,0.0109250688564536,0.0861623039103269,0.0029907797292007,0.0562635923509507,0.0457446037281711,0.0251533406888105,0.014174157925649,60.31646131646168,40.0,204.48888468582044,0.261437908496732,4.444444444444445,2.189542483660131,0.8871244115723501,6.0,0.2005744951888262,0.1247453916231482,0.0001178560765766,0.0028268923498323,1.2439330300493574e-05,0.0031938699485556,0.0562635923509507,0.0484669011406657,0.0251533406887965,0.0028268923498323,2124.7960278560668,40.0,204.48888468582044,0.261437908496732,4.444444444444445,0.0641348259964199,0.0265005372427642,6.0,3.152653734704106,0.0111321347581903,0.0011592849484733,0.019840921461556,2.5892625274578853e-12,0.0044330670033815,0.0562635923509507,0.0501553743471718,0.0251533406887965,0.019840921461556,268.8215748276259,40.0,204.48888468582044,0.261437908496732,4.444444444444445,0.5315989241351737,0.2136974138460091,6.0,0.8171942709432771,0.1620632138398435,0.0004982333668871,0.0025635172861833,0.0003284344425572,0.0030769052770576,0.0562635923509507,0.0508975607480984,0.0251533406887965,0.0025635172861833,515.9983061602661,40.0,204.48888468582044,0.261437908496732,4.444444444444445,0.2630503841100252,0.1123125424288112
P1,0,413,5.0,5.0,0.5,0.0036256589039932,0.0026927449932641,0.0652778925635878,0.0025384762618846,0.0514201129363986,0.0402784479848124,0.023854433833525,0.0025091585692156,59.018867243867625,35.0,172.1993693650894,0.2916666666666667,4.375,2.1,1.0008307810573192,5.0,0.1484701557236757,0.1326788741382804,0.0001076860233867,1.7558337576598247e-05,2.743897583547036e-05,0.002671108193986,0.0514201129363986,0.0414579937412768,0.0238544338335224,1.7558337576598247e-05,2264.1857822945667,35.0,172.1993693650894,0.2916666666666667,4.375,0.0513216910322546,0.0256190350981149,5.0,1.1173732538674694,0.0100236385330207,0.000970736404631,0.0018963004582726,1.4841958486137723e-11,0.0021793105370763,0.0514201129363986,0.0337747002570778,0.0238544338335224,0.0018963004582726,263.659151217993,35.0,172.1993693650894,0.2916666666666667,4.375,0.4743388968721245,0.2295074819533783,5.0,0.7649713301988657,0.2039723749054165,0.0004831768011305,0.0,9.73846608488881e-05,0.0029825080064194,0.0514201129363986,0.051508870756869,0.0238544338335224,0.0,489.3501667328789,35.0,172.1993693650894,0.2916666666666667,4.375,0.2303854975925593,0.120606129014437
