clustering coefficient,information centrality,page rank,katz centrality,harmonic centrality,abs graph density on 2 neighborhood,algebraic connectivity on 2 neighborhood,weighted node degree topologyArea,clustering coefficient topologyArea,information centrality topologyArea,eigenvector centrality topologyArea,page rank topologyArea,katz centrality topologyArea,avg path length on 2 neighborhood topologyArea,algebraic connectivity on 2 neighborhood topologyArea,weighted node degree topologyWall,clustering coefficient topologyWall,information centrality topologyWall,eigenvector centrality topologyWall,page rank topologyWall,harmonic centrality topologyWall,avg path length on 2 neighborhood topologyWall,algebraic connectivity on 2 neighborhood topologyWall,clustering coefficient topologyDist,information centrality topologyDist,harmonic centrality topologyDist,algebraic connectivity on 2 neighborhood topologyDist
-0.1901097450252583,-1.0410727710802634,-1.035331498114528,-1.0548082993882133,1.3656268092210924,-0.7892999064245827,-0.48357360541890587,1.7784624476900461,-0.8200184168310214,-0.9339742767485606,-0.5503150368994922,-0.7697155235501867,-1.0548082993882133,1.8949110456895442,0.28783556125474186,0.17288078895821074,-0.6750034308362787,-0.9209890341695722,-0.12844200616190346,-0.7221755426037568,0.5763096191815883,1.8141777329922595,-0.6442448616070775,-1.0598378658668657,-1.022981751363643,1.4887764575977556,-1.1716194211143465
1.0374421674746503,-1.1140199119262624,-1.2666195699236282,-1.5143584896909366,1.3453755035431039,1.2480334971984275,1.5791586821644825,-0.3781937791756301,-0.7196147992048036,-1.0886823091515012,-0.5501521107167806,-1.0964063649830846,-1.5143584896909366,-1.0337783614499214,1.0018082991712753,-0.5566051549683071,-0.6557033967630351,-1.1234039042280983,-0.12844241402958276,-1.0695882378528847,0.9867395596202306,-0.4339921336426363,0.34474866441725377,-0.12865762208608922,-1.0942084013203783,1.4289617408613424,1.3059739970024236
-0.1901097450252583,-1.0205668871472497,-1.0291814668655266,-1.106878280540995,1.5577668607714872,-0.3076942906060294,-0.5285290857224242,0.4264346776223212,-1.0560540588426726,-0.9734472081187047,-0.5502392918058093,-1.0298983590705142,-1.106878280540995,1.503237774073608,0.19212705228165658,-0.2787420242538329,-0.7935229025599232,-1.0126235760653728,-0.1284424139360702,-0.9349246521504344,1.3852682189366368,1.221561765409596,-0.6345433690113217,-0.7690501071074896,-0.9809623514368306,1.5768663400111231,-0.8805011997146651
-1.0084776866918648,-0.9931672844312742,-0.7675368733363636,-0.8591355499601914,1.3446852545351136,0.45645328649273864,0.5209307811235355,1.8789633157523442,-1.2061355800619098,-0.9211794842797425,-0.5502828427468758,-0.7417706084246665,-0.8591355499601914,1.4114238336811054,1.306115745052184,0.33017181885596325,-0.8761275548231726,-0.9610126408046304,-0.1284424136437878,-0.5408668100332062,1.4368344679420688,1.087786303655088,0.8105957653179199,-1.4339452026933568,-0.9720646875774768,1.6365259075432705,-0.0007640669091375557
-1.0084776866918648,-0.9252456708982475,-0.8025272199135325,-0.6688939843378241,1.7894087415921378,-1.0554964649861085,-1.109713641362384,0.6717822622606624,-1.408259471757777,-0.9171162382234422,-0.5401257321798105,-0.9117856715070461,-0.6688939843378241,0.8928790000075848,-0.7666591299863975,0.24680995034462166,-0.9187726157015051,-0.8155267330524729,-0.12844240170027246,-0.7114387800771271,1.3618042898448202,1.5275038088301853,-0.3983888430569157,-1.1810399653883652,-0.8624036581699632,1.4314544290980922,-0.97907231552638
-0.1901097450252583,-1.0576853725806687,-1.020557205217903,-1.1610081593792967,1.2693236467100173,0.23170399911075082,0.2260600090089081,1.9296853811061945,-0.7937583890866273,-0.9418937397036355,-0.5503074880036097,-0.750249385179289,-1.1610081593792967,1.7942464567300687,1.1192615785112705,-0.14371157713098595,-0.6822150064231378,-1.0141738534963243,-0.12844239885506312,-0.9072294387475505,1.0466816997311614,1.2078552495112886,0.26947520530832214,-1.0857624573101243,-1.0501831204230256,1.5909851811578732,-0.5809043494190124
-0.1901097450252583,-1.0373761880964738,-1.0146666553851555,-1.1802133924123568,1.468059130200402,0.8398491296737833,1.1314551352363318,0.5061203057651366,-1.004926878037844,-0.9898644397698201,-0.5500486809144461,-0.9996780813358049,-1.1802133924123568,0.7135951326608247,1.4540873812814068,-0.3231524550352228,-0.7969128153642268,-1.0664655516598078,-0.12844241419302319,-0.9871741420311799,1.2993625416567367,0.8333448971335312,1.3417783645170824,-0.9656127058428466,-1.0177581101154374,1.6608606214068462,1.3690799938069764
-1.0084776866918648,-0.9951953978197768,-0.7751642449015724,-0.8039145112163819,1.5208405922161898,-0.10541993196224002,-0.3120242185032721,-0.03603094452477726,-1.5236959762828939,-1.0625239205543975,-0.5497691929763263,-0.9347482739280041,-0.8039145112163819,-0.9235507593211887,-0.6513684503349731,0.17578303588460423,-0.9525245132548679,-0.9715802587391372,-0.12844241420544222,-0.4931575543102252,1.4327998242975104,0.2687703811823373,0.25963076887467945,-1.0215843859553078,-0.905117497194352,1.0913993686466024,0.18340743479083896
-0.1901097450252583,-1.0534355335822316,-1.010089403727031,-1.1858872910890743,1.3253756570002955,0.8398491296737833,1.0683343045727762,1.0328540380097666,-0.940206917052426,-0.9816270580461367,-0.5501701484880973,-0.8910022196704251,-1.1858872910890743,0.3226292333025305,1.2639834348195078,1.1892293538702174,-0.6317112344764944,-0.9040939830318049,-0.1284424141685632,-0.13365028035044482,1.219165406771165,0.06620743385907876,0.5627865195349708,-0.9918551784669211,-1.033854129666204,1.5988740945235655,0.7250530257025605
1.0374421674746503,-1.1269173316172885,-1.2641635663584365,-1.5357826255788711,1.1776588943519672,2.0016046372439305,2.1077190158217314,-0.8533401853040884,-0.8415466490199436,-1.1406732258976817,-0.5499225324916108,-1.1908330017104176,-1.5357826255788711,-1.7322275716908584,1.0394188593896512,-0.6919246743275272,-0.7295892551594994,-1.2177676146912542,-0.12844241396114034,-1.1521256508601074,1.080446680480328,-1.4084258238865075,1.040133733708005,-0.28499929578488364,-1.1406305728396935,1.4649016781539197,2.4204661713725235
-0.1901097450252583,-1.052254084978817,-1.0302990117654067,-1.0234925383991842,1.5656432811450842,-0.7892999064245827,-1.197789186024898,-0.158325028728617,-1.2341424817454598,-1.0665166182204255,-0.5498516184785183,-1.0561245570449007,-1.0234925383991842,-0.20866277857109594,-1.1120378060861518,-0.16455093573530663,-0.776059171969787,-0.9698865036006868,-0.12843744907817264,-0.8858535250711608,1.0179603892717153,2.0960651437233504,0.05422706510209087,-0.5733653262478863,-0.9778675380241902,1.2484590132800517,-0.41113217853255873
